Navn	Stasjon	Tid(norsk normaltid)	Lufttemperatur	Relativ luftfuktighet	Vindretning	Middelvind
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 14:00	0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 15:00	0,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 16:00	0,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 17:00	-0,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 18:00	-0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 19:00	-0,3	98	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 20:00	-0,8	94	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 21:00	-0,7	94	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 22:00	-0,8	94	-	-
Jostedalen - Mjølversgrendi	SN55430	09.12.2020 23:00	-1,1	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 00:00	-1,6	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 01:00	-1,2	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 02:00	-0,9	92	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 03:00	-1,6	94	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 04:00	-0,9	91	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 05:00	-1,2	96	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 06:00	-1	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 07:00	-0,7	92	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 08:00	-1,1	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 09:00	-0,4	94	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 10:00	-0,7	97	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 11:00	-0,7	97	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 12:00	-0,5	96	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 13:00	-0,2	95	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 14:00	-0,5	96	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 15:00	-0,2	96	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 16:00	-0,2	97	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 17:00	-0,4	98	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 18:00	-0,1	99	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 19:00	-0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 20:00	-0,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 21:00	-0,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 22:00	-0,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	10.12.2020 23:00	-0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 00:00	-0,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 01:00	-0,1	98	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 02:00	-0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 03:00	0,1	94	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 04:00	-0,4	94	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 05:00	-0,4	95	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 06:00	-0,6	93	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 07:00	-0,6	97	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 08:00	-0,5	92	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 09:00	-0,5	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 10:00	-0,1	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 11:00	-0,1	91	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 12:00	0,4	87	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 13:00	-0,3	88	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 14:00	-0,8	91	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 15:00	-0,5	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 16:00	-0,6	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 17:00	-0,4	85	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 18:00	-1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 19:00	-1,3	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 20:00	-1,4	92	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 21:00	-1,4	90	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 22:00	-1,4	92	-	-
Jostedalen - Mjølversgrendi	SN55430	11.12.2020 23:00	-1	91	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 00:00	-1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 01:00	-0,9	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 02:00	-0,8	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 03:00	-0,8	93	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 04:00	-1,3	94	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 05:00	-1,2	87	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 06:00	-2	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 07:00	-1,5	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 08:00	-1,6	93	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 09:00	-1,4	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 10:00	-1,4	93	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 11:00	-1,4	94	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 12:00	-1,1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 13:00	-0,8	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 14:00	-0,4	89	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 15:00	-0,4	88	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 16:00	-1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 17:00	-0,6	88	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 18:00	-0,6	88	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 19:00	-0,7	90	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 20:00	-0,9	93	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 21:00	-0,8	91	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 22:00	-1,1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	12.12.2020 23:00	-0,3	86	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 00:00	-0,6	88	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 01:00	-0,9	91	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 02:00	-0,9	91	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 03:00	-0,8	90	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 04:00	-0,3	86	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 05:00	-1,1	93	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 06:00	-1,1	93	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 07:00	-0,8	90	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 08:00	-0,9	92	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 09:00	-0,8	92	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 10:00	-0,5	89	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 11:00	-0,4	90	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 12:00	-0,2	90	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 13:00	0	88	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 14:00	0,2	86	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 15:00	-0,2	89	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 16:00	-0,2	89	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 17:00	0	84	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 18:00	0,5	79	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 19:00	0,5	77	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 20:00	0,4	81	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 21:00	-0,2	88	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 22:00	0,1	86	-	-
Jostedalen - Mjølversgrendi	SN55430	13.12.2020 23:00	0,2	84	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 00:00	-0,4	90	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 01:00	-0,3	87	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 02:00	0	88	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 03:00	-0,1	88	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 04:00	0,1	88	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 05:00	-0,1	90	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 06:00	0,1	88	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 07:00	0,3	88	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 08:00	0,1	91	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 09:00	0,6	90	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 10:00	1,8	89	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 11:00	1,3	95	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 12:00	1,7	95	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 13:00	0,7	96	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 14:00	0,6	98	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 15:00	0,6	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 16:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 17:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 18:00	0,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 19:00	0,6	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 20:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 21:00	0,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 22:00	0,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	14.12.2020 23:00	0	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 00:00	0,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 01:00	0	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 02:00	0	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 03:00	0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 04:00	0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 05:00	-0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 06:00	0,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 07:00	0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 08:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 09:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 10:00	0,6	98	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 11:00	0,7	98	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 12:00	0,8	98	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 13:00	0,9	97	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 14:00	0,9	96	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 15:00	0,9	95	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 16:00	0,7	98	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 17:00	0,5	97	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 18:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 19:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 20:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 21:00	0,6	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 22:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	15.12.2020 23:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 00:00	0,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 01:00	0,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 02:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 03:00	0,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 04:00	0,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 05:00	0,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 06:00	0,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 07:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 08:00	0,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 09:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 10:00	0,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 11:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 12:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 13:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 14:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 15:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 16:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 17:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 18:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 19:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 20:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 21:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 22:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	16.12.2020 23:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 00:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 01:00	0,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 02:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 03:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 04:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 05:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 06:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 07:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 08:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 09:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 10:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 11:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 12:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 13:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 14:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 15:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 16:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 17:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 18:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 19:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 20:00	1	99	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 21:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 22:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	17.12.2020 23:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 00:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 01:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 02:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 03:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 04:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 05:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 06:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 07:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 08:00	0,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 09:00	0,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 10:00	0,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 11:00	0,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 12:00	1,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 13:00	1,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 14:00	1,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 15:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 16:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 17:00	1,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 18:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 19:00	1,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 20:00	1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 21:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 22:00	1,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	18.12.2020 23:00	1,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 00:00	1,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 01:00	1,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 02:00	1,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 03:00	1,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 04:00	1,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 05:00	1,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 06:00	1,7	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 07:00	2,3	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 08:00	2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 09:00	1,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 10:00	1,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 11:00	2,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 12:00	2,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 13:00	2,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 14:00	3,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 15:00	3,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 16:00	3,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 17:00	3,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 18:00	3,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 19:00	2,6	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 20:00	2,9	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 21:00	3,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 22:00	3,9	97	-	-
Jostedalen - Mjølversgrendi	SN55430	19.12.2020 23:00	3,8	98	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 00:00	3,2	97	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 01:00	3,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 02:00	3,5	100	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 03:00	2,8	99	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 04:00	2,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 05:00	2,8	100	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 06:00	2,7	94	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 07:00	3,9	84	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 08:00	4,6	79	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 09:00	6,5	63	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 10:00	4,7	72	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 11:00	5,4	68	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 12:00	5,2	72	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 13:00	3,9	81	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 14:00	3,9	80	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 15:00	3,5	80	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 16:00	5,4	68	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 17:00	6,6	63	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 18:00	5,8	70	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 19:00	4,7	80	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 20:00	4,4	82	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 21:00	4,4	84	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 22:00	3,9	86	-	-
Jostedalen - Mjølversgrendi	SN55430	20.12.2020 23:00	3,9	87	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 00:00	3,6	86	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 01:00	4,1	80	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 02:00	5	72	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 03:00	3,9	76	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 04:00	3,8	79	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 05:00	3,6	79	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 06:00	4,4	73	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 07:00	3,3	80	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 08:00	2,7	83	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 09:00	4,6	75	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 10:00	3,8	82	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 11:00	2,9	88	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 12:00	2,8	87	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 13:00	4	77	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 14:00	4,2	73	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 15:00	4,4	71	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 16:00	3,1	83	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 17:00	2,1	92	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 18:00	2	96	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 19:00	1,8	98	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 20:00	1,4	98	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 21:00	1,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 22:00	1,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	21.12.2020 23:00	1,7	98	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 00:00	1,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 01:00	1,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 02:00	1	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 03:00	1,4	100	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 04:00	1,3	95	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 05:00	2,2	89	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 06:00	1,3	95	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 07:00	0,4	98	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 08:00	0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 09:00	0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 10:00	0,2	100	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 11:00	0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 12:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 13:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 14:00	0,5	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 15:00	0,5	98	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 16:00	1	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 17:00	0,3	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 18:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 19:00	1,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 20:00	0,6	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 21:00	0,4	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 22:00	0,2	99	-	-
Jostedalen - Mjølversgrendi	SN55430	22.12.2020 23:00	0,1	100	-	-
Jostedalen - Mjølversgrendi	SN55430	23.12.2020 00:00	0,2	100	-	-
